position	filename	char_count	paragraph_count
1036	50585_A_Thousand_Degrees_Below_Zero.txt	126647	416
1037	53655_Telephoning_to_Santa_Claus.txt	11080	54
1038	19800_London_and_the_Kingdom_-_Volume_1.txt	995296	2223
1039	19816_Six_Little_Bunkers_at_Cowboy_Jacks.txt	229651	1317
1040	7777_Narrative_of_the_Voyages_Round_the_World_Performed.txt	909742	900
1041	31587_Pursuit.txt	100126	415
1042	11938_Folklore_of_the_Santal_Parganas.txt	815696	1289
1043	48284_Jacob_Hamblin_A_Narrative_of_His_Personal_Experien.txt	253636	1032
1044	9377_London_Pride_Or_When_the_World_Was_Younger.txt	874089	2313
1045	20945_Patty_Blossom.txt	298454	1805
1046	20953_By_the_Christmas_Fire.txt	163980	370
1047	20607_Rembrandt.txt	49177	108
1048	17096_Bunny_Brown_and_His_Sister_Sue_at_Camp_Rest-A-Whil.txt	214742	1382
1049	23561_Anchorite.txt	117919	442
1050	6448_Mysteries_of_Paris__Volume_03.txt	837120	2900
1051	27897_The_Kopje_Garrison_A_Story_of_the_Boer_War.txt	560163	3054
1052	36124_The_International_Monthly_Volume_4_No_1_August_185.txt	775423	1362
1053	7871_Dutch_Fairy_Tales_for_Young_Folks.txt	261612	672
1054	46521_Forty_Years_Among_the_Indians.txt	638084	1656
1055	955_The_Patchwork_Girl_of_Oz.txt	296331	1475
1056	21619_The_Tale_of_Nimble_Deer.txt	74646	477
1057	30304_Psichopath.txt	51528	232
1058	6584_Princess_Pollys_Gay_Winter.txt	154029	1039
1059	32395_No_Strings_Attached.txt	25840	84
1060	33179_Personal_Recollections_of_the_Civil_War.txt	234267	321
1061	29349_Creatures_of_the_Night_A_Book_of_Wild_Life_in_West.txt	464480	597
1062	23372_The_Buffalo_Runners_A_Tale_of_the_Red_River_Plains.txt	504334	2039
1063	3287_The_Man_from_Glengarry_A_Tale_of_the_Ottawa.txt	622634	2576
1064	14168_Widdershins.txt	417012	1451
1065	25568_Domesticated_Animals.txt	393528	393
1066	2609_The_Vicomte_De_Bragelonne.txt	1008082	4491
1067	13670_The_Happy_Family.txt	364516	1078
1068	20566_Rogers-isms_the_Cowboy_Philosopher_on_the_Peace_Co.txt	23690	188
1069	51167_Butterfly_9.txt	38114	261
1070	4437_Vittoria__Volume_3.txt	118245	320
1071	15282_Uncle_Wiggilys_Travels.txt	228808	1183
1072	49165_Brightside_Crossing.txt	41297	183
1073	21876_Mary_Louise_and_the_Liberty_Girls.txt	248877	907
1074	51310_My_Lady_Greensleeves.txt	75771	363
1075	33932_Company_B_307th_Infantry.txt	57256	155
1076	2731_The_Christmas_Books_of_Mr_MA_Titmarsh.txt	442219	1157
1077	27902_A_Bird-Lover_in_the_West.txt	333225	626
1078	24488_Rollo_in_Naples.txt	217493	761
1079	1401_Tarzan_the_Untamed.txt	596087	1505
1080	72_Thuvia_Maid_of_Mars.txt	255990	1222
1081	35128_Wagner__The_Story_of_the_Boy_Who_Wrote_Little_Play.txt	11289	65
1082	4085_The_Adventures_of_Roderick_Random.txt	1070808	709
1083	21239_The_Cliff_Climbers.txt	417981	1180
1084	22066_The_Long_Roll.txt	1462249	3341
1085	24118_We_Didnt_Do_Anything_Wrong_Hardly.txt	8931	37
1086	4035_Greek_Studies_a_Series_of_Essays.txt	426714	320
1087	22100_Slavery_and_Four_Years_of_War_Vol_1-2.txt	1306622	2849
1088	22301_Valley_of_Dreams.txt	51760	172
1089	9504_Micah_Clarke.txt	952531	2272
1090	23430_Rollo_in_Rome.txt	212198	894
1091	22568_Blue_Aloes_Stories_of_South_Africa.txt	568799	1687
1092	60197_The_Attack_in_Trench_Warfare_Impressions_and_Refle.txt	84281	258
1093	1359_A_Guide_to_the_Best_Historical_Novels_and_Tales.txt	121085	1110
1094	172_The_Haunted_Bookshop.txt	336157	1099
1095	809_Holiday_Romance.txt	70872	267
1096	22217_My_Reminiscences.txt	332003	718
1097	58820_Whose_Body_A_Lord_Peter_Wimsey_Novel.txt	315466	1204
1098	18193_Ways_of_Wood_Folk.txt	256566	432
1099	22168_The_Golden_Spears.txt	188938	610
1100	19772_Denslows_Three_Bears.txt	5379	20
1101	34444_The_Story_of_the_Great_War_Volume_8.txt	1048356	2373
1102	60490_The_Seventys_Course_in_Theology_Second_Year.txt	609928	867
1103	5302_The_Land_of_the_Blue_Flower.txt	40405	109
1104	6906_The_Lost_Trail.txt	369568	1463
1105	18361_Operation_Outer_Space.txt	349752	1202
1106	33929_Dixmude_The_epic_of_the_French_marines_October_17-.txt	191027	276
1107	11114_Debate_on_Woman_Suffrage_in_the_Senate_of_the_Unit.txt	368901	662
1108	2749_La_Constantin.txt	132975	372
1109	3668_The_Albert_NYanza_Great_Basin_of_the_Nile_And_Expl.txt	998684	1211
1110	48991_Leyte_The_Return_to_the_Philippines.txt	1020054	2192
1111	20859_Wandl_the_Invader.txt	254812	1218
1112	19713_The_Laughing_Prince_Jugoslav_Folk_and_Fairy_Tales.txt	246942	1384
1113	12801_Abraham_Lincoln_Volume_II.txt	617242	868
1114	20982_Memoirs_of_the_Courts_and_Cabinets_of_George_the_T.txt	774232	1245
1115	38968_First_at_the_North_Pole_Or_Two_Boys_in_the_Arctic_.txt	322545	1895
1116	26917_Zehru_of_Xollar.txt	48966	145
1117	51833_Meeting_of_the_Minds.txt	70344	424
1118	5495_Homo_Sum__Volume_02.txt	108720	264
1119	21298_The_Black_Tor_A_Tale_of_the_Reign_of_James_the_Fir.txt	459054	2395
1120	19425_The_Story_of_a_Stuffed_Elephant.txt	91847	561
1121	22176_The_Winged_Men_of_Orcon_A_Complete_Novelette.txt	78859	301
1122	11058_Jack_Archer_A_Tale_of_the_Crimea.txt	528699	1354
1123	51_Anne_of_the_Island.txt	412249	1522
1124	8574_Racketty-Packetty_House_as_Told.txt	48712	167
1125	14630_Ruth_Fielding_on_Cliff_Island_Or_The_Old_Hunters_T.txt	213043	1276
1126	50893_The_Great_Nebraska_Sea.txt	25124	69
1127	6987_Five_Little_Peppers_Abroad.txt	442029	2266
1128	8467_Frosts_Laws_and_By-Laws_of_American_Society.txt	361374	1243
1129	23034_Captain_Canot_Or_Twenty_Years_of_an_African_Slaver.txt	905916	1672
1130	296_The_Cash_Boy.txt	135217	998
1131	20781_Heidi.txt	270632	1129
1132	10581_Uncle_Bernac_A_Memory_of_the_Empire.txt	296500	891
1133	11956_A_Popular_History_of_France_from_the_Earliest_Time.txt	1074649	902
1134	51622_Extracts_from_the_Galactick_Almanack_Music_Around_.txt	16291	66
1135	14128_Toni_the_Little_Woodcarver.txt	56102	224
1136	25609_A_Childs_Garden_of_Verses.txt	43458	291
1137	5569_Barbara_Blomberg__Volume_09.txt	148854	435
1138	8770_Milton.txt	373148	376
1139	10551_Affair_in_Araby.txt	271705	953
1140	12225_Tales_of_lonely_trails.txt	684167	1673
1141	6675_The_Loss_of_the_S_S_Titanic_Its_Story_and_Its_Less.txt	273741	298
1142	15528_The_Tale_of_Cuffy_Bear.txt	97417	310
1143	50890_The_Birds_of_Lorrane.txt	20237	104
1144	23428_The_Conquest_of_Bread.txt	425981	903
1145	18831_Time_and_Time_Again.txt	38401	138
1146	2078_Thais.txt	285186	752
1147	5805_The_League_of_the_Scarlet_Pimpernel.txt	415264	1485
1148	17330_History_of_Egypt_From_330_BC_To_the_Present_Time_V.txt	493624	537
1149	19906_Winning_a_Cause_World_War_Stories.txt	521669	1232
1150	38828_Journeys_in_Persia_and_Kurdistan_Volume_2_of_2.txt	718244	1114
1151	37324_Mrs_Bindle_Some_Incidents_from_the_Domestic_Life_o.txt	386128	2215
1152	419_The_Magic_of_Oz.txt	203416	952
1153	23116_Ruth_Fielding_Down_East_Or_The_Hermit_of_Beach_Plu.txt	242199	1396
1154	10373_The_Middle_Temple_Murder.txt	390338	1642
1155	10048_Billie_Bradley_and_Her_Inheritance_Or_The_Queer_Ho.txt	225974	1437
1156	7515_The_Glory_of_the_Trenches.txt	159977	251
1157	30550_Finn_The_Wolfhound.txt	608349	806
1158	32004_The_Knights_of_Arthur.txt	76338	399
1159	23650_Ten_Boys_from_History.txt	304210	749
1160	5417_Struggling_Upward_or_Luke_Larkins_Luck.txt	258052	1818
1161	13436_Authorised_Guide_to_the_Tower_of_London.txt	53499	117
1162	32127_Wheels_Within.txt	31659	166
1163	83_From_the_Earth_to_the_Moon_and_Round_the_Moon.txt	524823	1839
1164	12661_Canada_under_British_Rule_1760-1900.txt	695673	866
1165	20023_The_Letters_of_Queen_Victoria__A_Selection_from_He.txt	1179601	2995
1166	36764_In_the_Track_of_the_Bookworm.txt	139493	302
1167	17299_Fifty_Years_of_Railway_Life_in_England_Scotland_an.txt	485654	679
1168	17325_History_of_Egypt_Chaldæa_Syria_Babylonia_and_Assyr.txt	509953	807
1169	4014_Arsene_Lupin.txt	367541	2242
1170	1740_The_Flying_Us_Last_Stand.txt	422898	1209
1171	17287_History_of_France.txt	169419	127
1172	51570_Cry_Snooker.txt	23400	173
1173	5439_Uarda__a_Romance_of_Ancient_Egypt__Volume_01.txt	98628	333
1174	13477_Watts_1817-1904.txt	65449	101
1175	29410_The_End_of_Time.txt	52821	273
1176	26455_A_History_of_Lumsdens_Battery_CSA.txt	136474	203
1177	21884_The_Faithless_Parrot.txt	8962	47
1178	18990_Billy_Whiskers_Adventures.txt	165974	617
1179	11289_What_is_Coming_A_Forecast_of_Things_after_the_War.txt	362576	486
1180	11111_Only_an_Irish_Boy_Or_Andy_Burkes_Fortunes.txt	244887	1735
1181	20091_No_Surrender_A_Tale_of_the_Rising_in_La_Vendee.txt	599578	1820
1182	98_A_Tale_of_Two_Cities.txt	730129	2574
1183	23540_The_Twin_Cousins.txt	160877	822
1184	7028_The_Clicking_of_Cuthbert.txt	317018	1193
1185	24567_Blind_Mans_Lantern.txt	69006	206
1186	22967_The_Stoker_and_the_Stars.txt	22498	87
1187	26196_The_International_Magazine_Volume_2_No_3_February_.txt	807859	1400
1188	9948_The_Banner_Boy_Scouts_Afloat_or_The_Secret_of_Ceda.txt	346626	1500
1189	51805_Success_Story.txt	48699	192
1190	7139_The_Great_Conspiracy_Volume_7.txt	149692	216
1191	3781_The_Jewel_of_Seven_Stars.txt	474343	1103
1192	10366_Freedoms_Battle.txt	443035	532
1193	225_At_the_Back_of_the_North_Wind.txt	435816	1763
1194	18852_The_Brochure_Series_of_Architectural_Illustration_.txt	26530	83
1195	20324_The_Outdoor_Girls_at_Bluff_Point_Or_a_Wreck_and_a_.txt	280640	1558
1196	29889_Life_Sentence.txt	25910	150
1197	31087_A_Rebel_War_Clerks_Diary_at_the_Confederate_States.txt	1879684	5971
1198	7482_Stories_of_the_Prophets_Before_the_Exile.txt	363634	1372
1199	18160_In_the_World_War.txt	769265	1523
1200	19592_Frank_and_Fearless_or_The_Fortunes_of_Jasper_Kent.txt	222627	1926
1201	12656_The_Boy_Allies_at_Liège_Or_Through_Lines_of_Steel.txt	244233	1635
1202	22994_The_Frontier_in_American_History.txt	705701	1154
1203	6684_Uneasy_Money.txt	341512	1267
1204	18719_Space_Tug.txt	306760	1096
1205	768_Wuthering_Heights.txt	635701	1771
1206	4781_The_Hohenzollerns_in_America.txt	267548	865
1207	48811_From_Makin_to_Bougainville_Marine_Raiders_in_the_P.txt	154342	244
1208	9407_The_Little_Colonel.txt	101842	578
1209	26967_The_Coming_of_the_Ice.txt	33379	96
1210	1231_On_the_Track.txt	212280	672
1211	1864_Hero_Tales_from_American_History.txt	295891	346
1212	49056_Liberation_Marines_in_the_Recapture_of_Guam.txt	130497	275
1213	4667_Seven_Wives_and_Seven_Prisons.txt	219675	398
1214	13035_The_Goop_Directory_of_Juvenile_Offenders_Famous_fo.txt	8968	41
1215	42259_The_People_of_the_Black_Circle.txt	170327	569
1216	7303_Equality.txt	885049	1599
1217	5629_Dorothy_Dale_A_Girl_of_To-Day.txt	247400	1358
1218	27462_The_Last_Evolution.txt	39765	134
1219	22581_The_Child-Voice_in_Singing.txt	133893	287
1220	20163_The_Jolliest_School_of_All.txt	423354	1190
1221	11128_The_Red_Thumb_Mark.txt	386959	1514
1222	32828_Backlash.txt	50020	247
1223	20387_A_Thin_Ghost_and_Others.txt	163713	205
1224	11501_Laughing_Bill_Hyde_and_Other_Stories.txt	481578	1749
1225	4532_Tom_Swift_and_His_Photo_Telephone_or_the_Picture_T.txt	211451	1201
1226	5505_Serapis__Volume_05.txt	107761	188
1227	20988_Islands_of_Space.txt	347605	1597
1228	40954_Potential_Enemy.txt	23077	97
1229	26641_The_Submarine_Hunters_A_Story_of_the_Naval_Patrol_.txt	413786	1760
1230	20728_Space_Viking.txt	374222	1373
1231	31993_Round_the_yule-log_Christmas_in_Norway.txt	28255	78
1232	6461_Facing_the_World.txt	144094	983
1233	19988_Little_Maid_Marian.txt	195820	779
1234	18970_Caves_of_Terror.txt	258636	912
1235	807_Hunted_Down_The_Detective_Stories_of_Charles_Dicke.txt	63173	224
1236	22913_Winning_His_Way.txt	288958	776
1237	32664_Black_Amazon_of_Mars.txt	125223	722
1238	7356_The_Boy_Scout_Camera_Club_Or_the_Confession_of_a_P.txt	247582	1559
1239	4227_Tom_Swift_and_His_Wireless_Message_Or_The_Castaway.txt	213931	1133
1240	21758_Hudson_Bay.txt	499228	652
1241	28617_Astounding_Stories_of_Super-Science_February_1930.txt	474590	2141
1242	1441_The_Story_of_an_African_Farm.txt	521165	1901
1243	14457_Kings_Queens_and_Pawns_An_American_Woman_at_the_Fr.txt	530263	1801
1244	24738_Pleasing_Stories_for_Good_Children_with_Pictures.txt	7359	28
1245	51726_Wall_of_Crystal_Eye_of_Night.txt	42500	209
1246	61262_Poirot_Investigates.txt	275944	1425
1247	6168_Fifty_Famous_People_A_Book_of_Short_Stories.txt	158813	998
1248	6128_His_Sombre_Rivals.txt	665468	1768
1249	23373_The_Eagle_Cliff.txt	388483	1493
1250	24282_Attrition.txt	51955	262
1251	16134_The_First_Christmas_Tree_A_Story_of_the_Forest.txt	58902	188
1252	902_The_Happy_Prince_and_Other_Tales.txt	84351	374
1253	12396_The_Star-Chamber_An_Historical_Romance_Volume_1.txt	402714	1089
1254	21844_The_Tale_of_Turkey_Proudfoot.txt	73497	426
1255	28071_The_Red_Triangle_Being_Some_Further_Chronicles_of_.txt	328305	897
1256	17097_Bunny_Brown_and_His_Sister_Sue_in_the_Big_Woods.txt	215682	1454
1257	8456_Patty_Fairfield.txt	236173	1333
1258	10159_England_and_the_War.txt	216646	205
1259	20478_Strong_Souls.txt	7688	4
1260	3803_File_No_113.txt	778584	4539
1261	23050_Peter_Biddulph_The_Story_of_an_Australian_Settler.txt	158010	308
1262	16540_Melchiors_Dream_and_Other_Tales.txt	322412	973
1263	28486_The_Weakling.txt	92236	496
1264	9973_Yorkshire.txt	340970	478
1265	30380_Pipe_of_Peace.txt	7029	41
1266	51801_The_Immortals.txt	62674	286
1267	15128_Narrative_of_the_Life_of_JD_Green_a_Runaway_Slave_.txt	109224	57
1268	7494_The_Outdoor_Girls_in_Army_Service_Or_Doing_Their_B.txt	218978	1276
1269	7742_The_Parisians__Volume_06.txt	115913	197
1270	16462_With_the_Boer_Forces.txt	356675	321
1271	24244_A_Girl_of_the_Commune.txt	687262	1913
1272	12777_The_Young_Engineers_in_Nevada_Or_Seeking_Fortune_o.txt	244682	1740
1273	5497_Homo_Sum__Volume_04.txt	92131	220
1274	11880_Ronicky_Doone.txt	288249	1349
1275	50988_Bodyguard.txt	86054	399
1276	30478_Vegetable_Diet_As_Sanctioned.txt	527883	1306
1277	22674_Boy_Scouts_on_Hudson_Bay_Or_The_Disappearing_Fleet.txt	304637	1280
1278	4069_The_Dawn_of_Canadian_History__A_Chronicle_of_Abori.txt	127618	122
1279	51509_Doorstep.txt	10453	64
1280	17958_Warlord_of_Kor.txt	176038	750
1281	31192_From_the_Rapidan_to_Richmond_and_the_Spottsylvania.txt	324463	554
1282	13325_Sketches_of_the_Natural_History_of_Ceylon.txt	919514	1764
1283	3014_The_Old_Northwest_A_Chronicle_of_the_Ohio_Valley_a.txt	270146	329
1284	51460_A_Husband_for_My_Wife.txt	27481	119
1285	52326_The_Radio_Planet.txt	402307	1786
1286	16667_Young_Folks_History_of_Rome.txt	340909	405
1287	10222_The_Pilgrims_of_New_England.txt	689789	1025
1288	9839_The_Cavalier.txt	439795	1317
1289	15033_Tell_England.txt	605618	2248
1290	1881_The_Call_of_the_Canyon.txt	402057	1269
1291	22165_My_Studio_Neighbors.txt	223786	388
1292	16545_King_Alfred_of_England.txt	284080	335
1293	51605_Jamieson.txt	24008	111
1294	13796_International_Weekly_Miscellany_of_Literature_Art_.txt	175346	378
1295	15478_New_York_Times_Current_History_The_European_War_Vo.txt	688644	1665
1296	51700_Gift_Card_Designing.txt	19557	66
1297	28453_Flight_Through_Tomorrow.txt	17366	24
1298	28057_Highways_and_Byways_in_Surrey.txt	796345	1321
1299	2376_Up_from_Slavery_An_Autobiography.txt	417823	599
1300	29816_The_Industries_of_Animals.txt	414185	771
1301	21707_Ungava.txt	624046	1460
1302	18800_Last_Enemy.txt	139703	432
1303	37669_In_the_Arctic_Seas.txt	538463	1145
1304	26536_The_Good_Neighbors.txt	11324	33
1305	39341_The_Sea_Its_Stirring_Story_of_Adventure_Peril__Her.txt	931122	931
1306	24608_The_Tale_of_Kiddie_Katydid.txt	75146	437
1307	27969_The_County_Regiment.txt	103673	147
1308	32043_Army_of_the_Cumberland_and_the_Battle_of_Stones_Ri.txt	41468	30
1309	1013_The_First_Men_in_the_Moon.txt	365280	1013
1310	3040_The_Boss_and_the_Machine_A_Chronicle_of_the_Politi.txt	225514	330
1311	30770_The_Right_Time.txt	60139	349
1312	32780_Asteroid_of_Fear.txt	78677	279
1313	28075_The_Christian_Foundation_Or_Scientific_and_Religio.txt	100656	171
1314	17763_The_Mystery_of_the_Hasty_Arrow.txt	512040	1680
1315	32613_Tabby.txt	22055	72
1316	29140_The_Mathematicians.txt	5848	43
1317	18224_Someone_Comes_to_Town_Someone_Leaves_Town.txt	595882	2700
1318	25129_Baboo_Jabberjee_BA.txt	264520	807
1319	9905_A_Deal_in_Wheat_and_Other_Stories_of_the_New_and_O.txt	263706	859
1320	29897_Runaway.txt	24523	117
1321	3163_Birds_and_Bees_Sharp_Eyes_and_Other_Papers.txt	305956	293
1322	24278_The_Green_Beret.txt	23944	140
1323	11716_The_Balkans_A_History_of_BulgariaSerbiaGreeceRuman.txt	698695	619
1324	11100_History_of_Modern_Philosophy.txt	1485563	1198
1325	21391_Great_African_Travellers_From_Mungo_Park_to_Living.txt	804630	1938
1326	5455_An_Egyptian_Princess__Volume_06.txt	113127	338
1327	9789_Army_Boys_in_the_French_Trenches_Or_Hand_to_Hand_F.txt	229465	1246
1328	15720_Ruth_Fielding_in_the_Great_Northwest_Or_The_Indian.txt	232111	1173
1329	85_The_Beasts_of_Tarzan.txt	346047	1382
1330	4754_The_Philosophy_of_Despair.txt	37197	96
1331	974_The_Secret_Agent_A_Simple_Tale.txt	506849	1388
1332	35268_Adventures_in_the_Canyons_of_the_Colorado.txt	54254	55
1333	22956_Rollo_in_Paris.txt	238542	717
1334	20208_Boy_Scouts_in_the_Philippines_Or_The_Key_to_the_Tr.txt	251858	1337
1335	30434_Occasion_for_Disaster.txt	366694	1900
1336	42209_The_Devil_in_Iron.txt	68214	189
1337	21528_The_International_Monthly_Magazine_Volume_1__No_1_.txt	198696	249
1338	5523_The_Bride_of_the_Nile__Volume_07.txt	88294	208
1339	49693_The_Machine_That_Floats.txt	154895	753
1340	18137_Little_Fuzzy.txt	347131	1327
1341	9663_Domnei_A_Comedy_of_Woman-Worship.txt	198814	639
1342	29908_The_Adventurer.txt	28202	135
1343	14624_Santa_Clauss_Partner.txt	136052	568
1344	23887_Strange_Stories_from_History_for_Young_People.txt	218301	467
1345	14534_Christmas_with_Grandma_Elsie.txt	359452	2058
1346	5200_Metamorphosis.txt	118279	97
1347	22553_Memoirs_of_the_Court_of_George_IV_1820-1830_Vol_1.txt	701918	1446
1348	288_The_Certain_Hour_Dizain_des_Poëtes.txt	315553	842
1349	14711_The_Boy_Allies_Under_the_Sea_Or_The_Vanishing_Subm.txt	261235	1841
1350	32827_Think_Yourself_to_Death.txt	37072	184
1351	22702_An_Echo_Of_Antietam.txt	37753	89
1352	4047_The_Leavenworth_Case.txt	581115	2256
1353	45054_Essentials_in_Church_History.txt	1232640	1920
1354	15446_Vocal_Mastery.txt	308355	665
1355	20347_The_Moving_Picture_Girls_Snowbound.txt	235196	1453
1356	36974_Old_Trails_on_the_Niagara_Frontier.txt	489289	687
1357	49754_What_Do_You_Read.txt	24933	124
1358	8994_What_Katy_Did.txt	260549	1008
1359	552_The_People_That_Time_Forgot.txt	205594	355
1360	19076_Naudsonce.txt	93696	363
1361	7066_Under_the_Prophet_in_Utah_the_National_Menace_of_a.txt	515380	783
1362	35206_Brother_Against_Brother_Or_The_War_on_the_Border.txt	481568	1922
1363	18652_The_Tale_of_Henrietta_Hen.txt	74657	433
1364	16929_Treat_em_Rough_Letters_from_Jack_the_Kaiser_Killer.txt	119667	220
1365	23422_Essays_Towards_a_Theory_of_Knowledge.txt	147825	261
1366	49767_Business_For_the_Lawyers.txt	31955	140
1367	24569_A_Treasury_of_Eskimo_Tales.txt	136039	550
1368	22727_The_Land_of_the_Long_Night.txt	363856	1164
1369	28693_Tales_of_the_Fish_Patrol.txt	168492	555
1370	31799_Sketch_of_a_New_Esthetic_of_Music.txt	58647	164
1371	28742_Memorials_of_Old_London_Volume_1_of_2.txt	428722	673
1372	31062_The_Cartels_Jungle.txt	85127	358
1373	5312_Mother_Goose_in_Prose.txt	252163	1225
1374	20494_The_Shrieking_Pit.txt	543430	1536
1375	42254_Beyond_the_Black_River.txt	120633	372
1376	15721_The_Hawk_of_Egypt.txt	418641	1717
1377	32247_The_Battle_of_Allatoona_October_5th_1864.txt	71787	134
1378	20335_The_Case_of_Edith_Cavell.txt	74992	189
1379	3073_Pioneers_of_the_Old_Southwest_a_chronicle_of_the_d.txt	385430	493
1380	38249_Down_the_Columbia.txt	630718	777
1381	23588_A_Filbert_Is_a_Nut.txt	16285	91
1382	19216_The_History_of_England_in_Three_Volumes_Vol_I_Part.txt	932303	851
1383	21787_Shelled.txt	226328	794
1384	5617_The_Bobbsey_Twins_in_Washington.txt	209978	1301
1385	23022_Red_Rose_and_Tiger_Lily_Or_In_a_Wider_World.txt	413557	1794
1386	14515_The_Nervous_Child.txt	285791	366
1387	41622_Futuria_Fantasia_Summer_1939.txt	31884	89
1388	22307_The_Grammar_School_Boys_of_Gridley_or_Dick__Co_Sta.txt	255767	1840
1389	7951_Glimpses_of_Bengal.txt	132417	377
1390	14872_The_Tale_of_Squirrel_Nutkin.txt	6226	50
1391	13789_Great_Britain_and_the_American_Civil_War.txt	1371418	2202
1392	25117_With_the_Naval_Brigade_in_Natal_1899-1900_Journal_.txt	266584	502
1393	20910_South_American_Fights_and_Fighters_and_Other_Tales.txt	547110	928
1394	30140_Gone_Fishing.txt	93337	326
1395	21321_Before_the_Dawn_A_Story_of_the_Fall_of_Richmond.txt	656023	2553
1396	51122_The_Men_in_the_Walls.txt	163597	616
1397	6903_Miss_Ludingtons_Sister.txt	252030	748
1398	4057_Marius_the_Epicurean__Volume_1.txt	325443	286
1399	7740_The_Parisians__Volume_04.txt	111002	194
1400	16855_The_Land_of_Mystery.txt	368496	1500
1401	19930_The_Boy_Ranchers_Among_the_Indians_Or_Trailing_the.txt	226275	1156
1402	18824_Fairies_and_Folk_of_Ireland.txt	359259	1044
1403	4378_In_Homespun.txt	193629	744
1404	50635_Dave_Dawson_with_the_Eighth_Air_Force.txt	261376	919
1405	28327_Continuous_Vaudeville.txt	128377	668
1406	23644_Marjorie_Dean_High_School_Freshman.txt	318219	1182
1407	7050_The_Swoop_or_How_Clarence_Saved_England_A_Tale_of_.txt	93731	418
1408	5308_The_Paradise_Mystery.txt	419563	1487
1409	53499_Martin_Luther.txt	55734	141
1410	20340_A_Little_Maid_of_Old_Maine.txt	217505	852
1411	30015_Stopover_Planet.txt	14059	66
1412	29198_Astounding_Stories_of_Super-Science_July_1930.txt	436543	1677
1413	45535_Mesa_Verde_Colorado_National_Park.txt	99251	242
1414	30458_Novice.txt	72785	290
1415	1897_The_Seventh_Man.txt	398746	1372
1416	20920_Morale_A_Story_of_the_War_of_1941-43.txt	58999	202
1417	19402_Frank_Merriwells_Reward.txt	353036	1892
1418	30901_Fee_of_the_Frontier.txt	28743	174
1419	22902_The_Liberty_Boys_Running_the_Blockade_or_Getting_O.txt	112409	580
1420	21806_Coming_of_Age_1939-1946.txt	203639	247
1421	18113_History_of_the_Expedition_to_Russia.txt	1136944	2094
1422	1290_Salammbo.txt	600356	1738
1423	18253_Discovery_of_Witches.txt	505932	1088
1424	16355_Combed_Out.txt	297657	906
1425	5458_An_Egyptian_Princess__Volume_09.txt	93388	211
1426	6572_Haste_and_Waste_Or_the_Young_Pilot_of_Lake_Champla.txt	245010	1272
1427	13756_Story_of_Chester_Lawrence.txt	297156	1169
1428	12139_The_Gringos.txt	422555	1234
1429	23758_Work_and_Win_Or_Noddy_Newman_on_a_Cruise.txt	254437	1148
1430	384_The_Lost_Prince.txt	517397	1824
1431	14825_Our_Foreigners_A_Chronicle_of_Americans_in_the_Mak.txt	306369	576
1432	6478_Himalayan_Journals__Complete.txt	1644613	2456
1433	9257_The_Three_Golden_Apples.txt	51137	140
1434	32272_Insidekick.txt	71929	240
1435	20997_The_Nürnberg_Stove.txt	102618	306
1436	32591_Henry_Horns_X-Ray_Eye_Glasses.txt	31398	207
1437	46210_The_Retreat_from_Mons.txt	71350	77
1438	30179_The_Note-Book_of_an_Attaché_Seven_Months_in_the_Wa.txt	400381	687
1439	19084_In_the_Yule-Log_Glow_Book_II.txt	264970	1015
1440	23894_Billie_Bradley_at_Three_Towers_Hall_Or_Leading_a_N.txt	253356	1381
1441	33635_The_Great_Discovery.txt	120675	221
1442	6896_A_Brief_History_of_the_United_States.txt	765635	2018
1443	3748_A_Journey_into_the_Interior_of_the_Earth.txt	395803	1662
1444	20551_The_White_Invaders.txt	171130	693
1445	5713_Tales_of_War.txt	134973	337
1446	15173_Pictures_of_Jewish_Home-Life_Fifty_Years_Ago.txt	110030	294
1447	51687_The_Spy_in_the_Elevator.txt	34044	150
1448	5148_Rodney_Stone.txt	487638	1500
1449	26761_Cerebrum.txt	38253	144
1450	35692_The_History_of_Company_A_Second_Illinois_Cavalry.txt	269568	455
1451	2176_Seven_Discourses_on_Art.txt	244594	455
1452	34844_Collection_of_Nebraska_Pioneer_Reminiscences.txt	652573	1392
1453	7065_Children_of_the_Bush.txt	453590	1394
1454	23146_And_All_the_Earth_a_Grave.txt	14483	40
1455	3457_The_Man_of_the_Forest.txt	628311	2986
1456	27444_Starmans_Quest.txt	251282	1164
1457	52552_Venna_Hastings_Story_of_an_Eastern_Mormon_Convert.txt	230051	1514
1458	17188_Buccaneers_and_Pirates_of_Our_Coasts.txt	423867	726
1459	10317_Betty_Gordon_at_Boarding_School_Or_The_Treasure_of.txt	232178	1225
1460	34421_The_Escaping_Club.txt	464212	524
1461	15915_New_version_of_Les_contes_dHoffmann_The_tales_of_H.txt	52156	415
1462	20349_The_Moving_Picture_Girls_at_Rocky_Ranch.txt	239219	1383
1463	6655_Tom_Slade__Boy_Scout_of_the_Moving_Pictures.txt	192115	929
1464	9986_Wild_Kitty.txt	440449	2058
1465	19928_Sunset_Pass_or_Running_the_Gauntlet_Through_Apache.txt	161825	329
1466	51822_Arcturus_Times_Three.txt	76399	280
1467	19502_Frank_Merriwells_Chums.txt	363509	2385
1468	517_The_Emerald_City_of_Oz.txt	282225	1468
1469	6055_The_Bobbsey_Twins_at_Snow_Lodge.txt	183088	1128
